date,municipality,mining_active,pm25,pm10,no2,so2,aqi,aqi_category,wind_speed_kmh,wind_direction,temperature_c,humidity_pct
2023-09-15,Barobo,False,32.9,25.0,21.9,22.3,95,Moderate,17.0,SW,29.6,90.5
2023-09-16,Barobo,False,35.3,25.6,9.6,7.1,100,Moderate,19.9,SSW,30.7,69.3
2023-09-17,Barobo,False,22.6,21.6,28.4,24.6,73,Moderate,11.4,SSW,32.9,87.2
2023-09-18,Barobo,False,13.2,23.9,20.5,19.9,53,Moderate,15.6,SSW,27.6,82.3
2023-09-19,Barobo,False,25.8,58.1,20.6,11.6,80,Moderate,16.7,SW,24.7,85.6
2023-09-20,Barobo,False,36.1,58.7,20.7,18.9,102,Unhealthy for Sensitive Groups,15.9,SSW,25.2,86.4
2023-09-21,Barobo,False,34.0,43.3,17.8,6.4,97,Moderate,10.7,SSW,31.5,89.6
2023-09-22,Barobo,False,24.6,47.9,14.1,10.7,77,Moderate,12.0,SSW,29.8,77.7
2023-09-23,Barobo,False,32.9,67.6,15.3,20.8,95,Moderate,13.8,SSW,32.7,71.3
2023-09-24,Barobo,False,32.5,24.3,15.8,19.7,94,Moderate,11.2,WSW,27.2,78.5
2023-09-25,Barobo,False,25.0,32.0,18.5,25.1,78,Moderate,12.3,SW,25.1,66.1
2023-09-26,Barobo,False,18.7,29.3,29.3,8.0,64,Moderate,9.0,SW,30.1,76.2
2023-09-27,Barobo,False,33.1,54.5,15.3,18.0,95,Moderate,12.3,SSW,31.8,73.7
2023-09-28,Barobo,False,29.4,53.1,23.5,16.5,87,Moderate,15.3,WSW,29.6,75.2
2023-09-29,Barobo,False,35.6,68.6,17.7,20.8,100,Unhealthy for Sensitive Groups,9.5,SSW,24.7,79.3
2023-09-30,Barobo,False,14.1,23.8,24.4,14.4,55,Moderate,10.9,WSW,27.2,78.1
2023-10-01,Barobo,False,35.7,20.9,13.6,23.8,101,Unhealthy for Sensitive Groups,10.5,SSW,25.4,87.6
2023-10-02,Barobo,False,12.8,73.5,15.9,26.1,52,Moderate,15.4,SW,29.7,92.9
2023-10-03,Barobo,False,34.2,41.2,30.0,22.2,97,Moderate,18.1,SW,26.0,65.9
2023-10-04,Barobo,False,24.4,54.3,11.3,6.7,76,Moderate,17.5,SW,27.5,80.7
2023-10-05,Barobo,False,13.3,54.5,22.0,9.3,53,Moderate,15.1,SSW,24.4,89.9
2023-10-06,Barobo,False,19.1,39.0,20.1,16.6,65,Moderate,15.3,WSW,31.1,66.5
2023-10-07,Barobo,False,24.7,60.3,15.2,13.0,77,Moderate,18.3,SW,30.3,71.5
2023-10-08,Barobo,False,18.7,25.4,19.5,16.1,64,Moderate,12.0,WSW,29.3,76.2
2023-10-09,Barobo,False,19.0,50.1,20.2,10.5,65,Moderate,15.7,WSW,29.0,74.4
2023-10-10,Barobo,False,26.2,67.0,32.5,20.7,80,Moderate,18.6,WSW,24.8,76.4
2023-10-11,Barobo,False,28.1,60.9,23.3,16.5,84,Moderate,13.1,WSW,30.8,91.0
2023-10-12,Barobo,False,31.9,44.7,13.3,12.0,92,Moderate,10.1,SW,29.3,82.0
2023-10-13,Barobo,False,14.7,47.2,12.0,15.1,56,Moderate,10.1,SW,26.4,68.4
2023-10-14,Barobo,False,27.2,49.5,18.8,12.3,82,Moderate,10.6,SW,24.8,77.2
2023-10-15,Barobo,False,28.5,28.6,10.1,13.5,85,Moderate,8.6,WSW,25.7,71.5
2023-10-16,Barobo,False,27.0,16.9,20.3,15.4,82,Moderate,10.1,WSW,24.3,82.9
2023-10-17,Barobo,False,14.4,59.4,21.6,8.3,55,Moderate,14.0,SSW,32.4,84.7
2023-10-18,Barobo,False,24.0,57.9,26.7,12.4,76,Moderate,14.6,WSW,27.0,67.3
2023-10-19,Barobo,False,31.0,41.0,19.8,9.6,91,Moderate,11.0,SSW,27.1,73.1
2023-10-20,Barobo,False,29.8,37.4,26.6,18.9,88,Moderate,9.6,WSW,24.2,77.8
2023-10-21,Barobo,False,14.5,32.0,26.5,8.9,55,Moderate,20.0,SSW,29.3,66.3
2023-10-22,Barobo,False,16.0,23.0,25.2,6.7,59,Moderate,16.0,WSW,27.2,75.9
2023-10-23,Barobo,False,29.8,26.9,28.7,18.7,88,Moderate,12.6,SSW,32.2,75.6
2023-10-24,Barobo,False,31.9,18.3,25.7,8.2,93,Moderate,11.9,SSW,31.1,90.6
2023-10-25,Barobo,False,20.9,47.2,17.5,15.8,69,Moderate,14.5,SW,31.9,73.5
2023-10-26,Barobo,False,26.7,66.4,15.0,12.7,81,Moderate,17.7,SSW,31.0,85.7
2023-10-27,Barobo,False,21.7,64.8,30.7,24.1,71,Moderate,19.0,SSW,26.2,91.2
2023-10-28,Barobo,False,39.3,45.8,27.3,14.6,110,Unhealthy for Sensitive Groups,15.0,WSW,27.0,73.9
2023-10-29,Barobo,False,23.7,27.8,27.7,20.8,75,Moderate,14.1,WSW,29.0,89.1
2023-10-30,Barobo,False,30.8,38.0,21.3,11.1,90,Moderate,13.1,SSW,25.3,77.8
2023-10-31,Barobo,False,18.6,32.8,22.0,21.4,64,Moderate,19.1,SW,32.4,71.7
2023-11-01,Barobo,False,39.2,67.7,29.1,17.7,109,Unhealthy for Sensitive Groups,9.8,NE,31.5,92.5
2023-11-02,Barobo,False,40.9,55.5,29.9,8.8,114,Unhealthy for Sensitive Groups,6.4,NE,24.5,89.6
2023-11-03,Barobo,False,14.5,42.3,16.1,25.2,55,Moderate,12.7,ENE,25.7,69.4
2023-11-04,Barobo,False,20.4,68.8,26.3,9.1,68,Moderate,10.5,NNE,29.9,80.9
2023-11-05,Barobo,False,33.7,56.9,14.3,32.1,96,Moderate,14.6,ENE,32.1,91.5
2023-11-06,Barobo,False,39.7,43.4,38.9,30.7,111,Unhealthy for Sensitive Groups,8.1,ENE,26.8,86.7
2023-11-07,Barobo,False,35.5,73.5,23.1,21.2,100,Unhealthy for Sensitive Groups,10.7,NNE,30.6,84.3
2023-11-08,Barobo,False,21.6,79.1,22.9,8.1,70,Moderate,10.0,NE,31.0,81.7
2023-11-09,Barobo,False,38.8,54.5,30.2,17.7,108,Unhealthy for Sensitive Groups,14.5,NE,24.5,75.2
2023-11-10,Barobo,False,28.9,75.1,13.3,13.0,86,Moderate,13.3,ENE,27.2,79.3
2023-11-11,Barobo,False,51.5,73.8,22.6,18.1,140,Unhealthy for Sensitive Groups,6.6,NE,24.2,69.6
2023-11-12,Barobo,False,19.1,78.4,36.8,11.1,65,Moderate,14.6,NNE,30.6,83.6
2023-11-13,Barobo,False,30.3,33.6,17.1,19.6,89,Moderate,14.6,ENE,32.2,89.9
2023-11-14,Barobo,False,37.3,42.2,36.2,13.2,105,Unhealthy for Sensitive Groups,8.3,ENE,31.8,66.7
2023-11-15,Barobo,False,30.6,63.0,25.5,27.7,90,Moderate,5.0,NE,31.1,72.6
2023-11-16,Barobo,False,41.6,46.1,34.3,21.6,116,Unhealthy for Sensitive Groups,12.2,NE,28.3,79.4
2023-11-17,Barobo,False,40.3,25.9,18.2,19.1,112,Unhealthy for Sensitive Groups,5.9,NE,28.4,79.1
2023-11-18,Barobo,False,33.4,76.8,13.0,14.8,96,Moderate,7.1,NE,31.4,89.8
2023-11-19,Barobo,False,20.4,80.6,18.5,20.3,68,Moderate,7.4,NNE,24.5,89.5
2023-11-20,Barobo,False,32.8,79.0,25.5,31.8,94,Moderate,11.4,NE,26.5,75.4
2023-11-21,Barobo,False,14.4,39.0,11.8,25.9,55,Moderate,9.0,NE,32.9,67.1
2023-11-22,Barobo,False,29.8,29.8,30.4,28.2,88,Moderate,8.5,NE,32.7,75.5
2023-11-23,Barobo,False,37.5,80.4,39.6,29.6,105,Unhealthy for Sensitive Groups,11.9,NNE,27.9,82.5
2023-11-24,Barobo,False,35.9,35.7,15.9,26.8,101,Unhealthy for Sensitive Groups,12.1,ENE,26.2,80.8
2023-11-25,Barobo,False,36.0,45.0,32.1,18.8,102,Unhealthy for Sensitive Groups,10.2,NNE,24.9,70.2
2023-11-26,Barobo,False,23.9,72.0,23.4,20.5,75,Moderate,10.8,ENE,25.3,74.5
2023-11-27,Barobo,False,14.2,53.1,26.8,6.1,55,Moderate,5.9,ENE,32.6,72.5
2023-11-28,Barobo,False,51.1,40.6,20.0,32.4,139,Unhealthy for Sensitive Groups,12.0,NNE,30.7,83.5
2023-11-29,Barobo,False,23.3,50.8,15.9,7.1,74,Moderate,12.6,NE,25.6,72.4
2023-11-30,Barobo,False,31.2,33.8,21.0,12.2,91,Moderate,12.9,NNE,25.4,93.3
2023-12-01,Barobo,False,19.5,81.0,29.6,10.0,66,Moderate,14.7,NE,32.1,82.7
2023-12-02,Barobo,False,12.7,42.4,16.5,26.4,52,Moderate,5.9,NE,31.4,78.3
2023-12-03,Barobo,False,43.4,42.5,31.8,27.7,120,Unhealthy for Sensitive Groups,8.6,NNE,31.2,87.6
2023-12-04,Barobo,False,42.8,28.4,18.3,14.6,119,Unhealthy for Sensitive Groups,9.8,NE,26.6,72.9
2023-12-05,Barobo,False,22.2,38.4,26.2,17.4,72,Moderate,11.3,ENE,24.4,71.8
2023-12-06,Barobo,False,49.6,33.0,37.6,28.7,136,Unhealthy for Sensitive Groups,12.2,ENE,24.2,81.2
2023-12-07,Barobo,False,47.5,33.4,14.6,8.8,130,Unhealthy for Sensitive Groups,11.8,NNE,24.6,79.3
2023-12-08,Barobo,False,23.4,45.4,19.7,17.4,74,Moderate,12.3,ENE,31.5,94.4
2023-12-09,Barobo,False,24.3,53.6,18.0,7.7,76,Moderate,13.6,ENE,24.2,82.6
2023-12-10,Barobo,False,42.6,58.0,25.0,20.1,118,Unhealthy for Sensitive Groups,6.4,NE,32.3,87.1
2023-12-11,Barobo,False,44.4,46.0,34.4,22.5,122,Unhealthy for Sensitive Groups,13.2,NNE,31.7,74.7
2023-12-12,Barobo,False,28.7,55.8,30.8,23.3,86,Moderate,11.3,NNE,24.3,72.2
2023-12-13,Barobo,False,20.9,60.3,15.8,15.7,69,Moderate,12.5,ENE,25.6,69.7
2023-12-14,Barobo,False,17.7,40.9,38.0,8.7,62,Moderate,10.5,NNE,24.5,68.7
2023-12-15,Barobo,False,25.0,27.7,23.0,8.0,78,Moderate,9.6,ENE,27.2,77.5
2023-12-16,Barobo,False,37.9,57.4,31.8,18.5,106,Unhealthy for Sensitive Groups,13.8,NNE,25.5,68.3
2023-12-17,Barobo,False,42.6,24.3,11.8,24.6,118,Unhealthy for Sensitive Groups,9.4,NNE,29.7,85.6
2023-12-18,Barobo,False,23.8,76.0,29.2,22.5,75,Moderate,7.7,NNE,25.5,89.4
2023-12-19,Barobo,False,15.8,76.6,17.3,18.4,58,Moderate,12.0,NNE,30.0,85.3
2023-12-20,Barobo,False,19.6,32.7,25.0,22.3,66,Moderate,6.3,NNE,32.4,83.8
2023-12-21,Barobo,False,18.3,69.1,16.2,9.1,63,Moderate,11.6,ENE,25.5,84.4
2023-12-22,Barobo,False,32.1,42.4,32.0,22.9,93,Moderate,12.7,NE,29.3,66.3
2023-12-23,Barobo,False,16.7,62.3,13.9,24.3,60,Moderate,10.8,NNE,29.4,69.7
2023-12-24,Barobo,False,22.1,41.4,18.6,15.5,71,Moderate,11.8,NE,32.9,91.6
2023-12-25,Barobo,False,32.7,72.7,27.2,13.5,94,Moderate,8.6,NE,28.6,89.6
2023-12-26,Barobo,False,35.8,73.4,17.8,24.3,101,Unhealthy for Sensitive Groups,5.9,ENE,24.6,69.6
2023-12-27,Barobo,False,20.0,49.4,27.5,11.5,67,Moderate,11.2,NNE,24.8,82.5
2023-12-28,Barobo,False,31.2,72.0,35.3,23.0,91,Moderate,5.2,ENE,26.8,69.6
2023-12-29,Barobo,False,29.9,32.5,19.2,14.0,88,Moderate,12.8,NE,30.7,83.7
2023-12-30,Barobo,False,15.7,56.0,24.0,25.6,58,Moderate,6.0,ENE,31.6,90.3
2023-12-31,Barobo,False,27.8,38.2,16.3,29.3,84,Moderate,9.6,NE,27.7,76.6
2024-01-01,Barobo,False,55.8,37.2,24.9,34.5,150,Unhealthy,8.8,ENE,32.0,87.4
2024-01-02,Barobo,False,15.8,64.9,21.5,6.7,58,Moderate,8.6,ENE,28.2,89.1
2024-01-03,Barobo,False,36.1,90.0,15.6,8.3,102,Unhealthy for Sensitive Groups,5.6,ENE,26.5,84.8
2024-01-04,Barobo,False,22.1,79.5,23.2,10.2,72,Moderate,6.6,NNE,31.4,68.1
2024-01-05,Barobo,False,48.7,73.9,26.2,29.9,133,Unhealthy for Sensitive Groups,9.4,ENE,24.6,91.0
2024-01-06,Barobo,False,21.3,34.8,24.3,9.0,70,Moderate,6.2,ENE,31.0,79.2
2024-01-07,Barobo,False,18.5,32.9,23.4,8.8,64,Moderate,13.9,ENE,29.9,67.6
2024-01-08,Barobo,False,17.2,37.5,32.5,26.6,61,Moderate,7.5,NE,24.6,75.6
2024-01-09,Barobo,False,36.3,26.7,22.5,24.6,102,Unhealthy for Sensitive Groups,6.3,ENE,26.2,91.7
2024-01-10,Barobo,False,26.1,75.9,35.7,21.4,80,Moderate,7.3,NE,27.3,72.7
2024-01-11,Barobo,False,41.1,50.8,13.8,8.3,114,Unhealthy for Sensitive Groups,12.7,NE,30.0,83.3
2024-01-12,Barobo,False,19.6,32.1,26.4,20.5,66,Moderate,12.8,ENE,32.0,81.4
2024-01-13,Barobo,False,35.3,58.2,13.6,25.1,100,Moderate,6.7,NE,29.5,91.7
2024-01-14,Barobo,False,18.7,51.4,24.9,25.7,64,Moderate,8.3,NE,25.1,89.2
2024-01-15,Barobo,False,26.9,95.0,40.5,13.5,82,Moderate,14.6,ENE,25.5,73.4
2024-01-16,Barobo,False,23.5,32.7,20.3,13.5,75,Moderate,5.9,NE,28.1,91.7
2024-01-17,Barobo,False,27.9,34.8,18.4,6.2,84,Moderate,12.8,NNE,29.3,77.5
2024-01-18,Barobo,False,26.3,63.5,39.7,33.5,81,Moderate,12.9,ENE,32.9,94.7
2024-01-19,Barobo,False,35.9,75.8,40.0,20.1,101,Unhealthy for Sensitive Groups,11.0,ENE,28.2,72.0
2024-01-20,Barobo,False,41.8,49.9,39.9,34.3,116,Unhealthy for Sensitive Groups,9.8,NNE,27.7,69.7
2024-01-21,Barobo,False,15.4,78.2,32.7,30.0,57,Moderate,11.7,NNE,30.4,67.2
2024-01-22,Barobo,False,27.0,29.4,29.1,26.9,82,Moderate,8.4,NE,26.0,92.2
2024-01-23,Barobo,False,14.3,63.2,36.2,30.7,55,Moderate,9.6,ENE,25.5,92.4
2024-01-24,Barobo,False,38.1,27.2,13.1,25.3,107,Unhealthy for Sensitive Groups,6.3,NNE,30.0,80.2
2024-01-25,Barobo,False,39.4,40.8,15.6,34.2,110,Unhealthy for Sensitive Groups,11.5,NNE,29.4,70.5
2024-01-26,Barobo,False,46.1,43.8,29.9,10.6,127,Unhealthy for Sensitive Groups,11.7,ENE,24.1,77.1
2024-01-27,Barobo,False,49.7,39.3,13.0,26.6,136,Unhealthy for Sensitive Groups,5.5,NE,29.5,68.7
2024-01-28,Barobo,False,18.0,32.9,29.5,29.0,63,Moderate,6.9,NNE,25.4,71.8
2024-01-29,Barobo,False,42.1,77.1,39.8,10.0,117,Unhealthy for Sensitive Groups,14.0,NNE,26.4,67.9
2024-01-30,Barobo,False,16.4,26.1,37.5,10.8,59,Moderate,12.9,NE,25.9,80.8
2024-01-31,Barobo,False,26.6,43.8,38.0,23.4,81,Moderate,12.2,NE,31.3,73.7
2024-02-01,Barobo,False,29.4,43.6,27.0,10.5,87,Moderate,11.9,NNE,29.9,66.7
2024-02-02,Barobo,False,14.1,54.8,14.0,16.9,55,Moderate,5.2,ENE,28.1,73.3
2024-02-03,Barobo,False,46.0,87.4,30.6,11.7,126,Unhealthy for Sensitive Groups,9.8,NE,30.0,79.9
2024-02-04,Barobo,False,49.8,64.1,23.6,13.1,136,Unhealthy for Sensitive Groups,12.6,ENE,29.6,80.5
2024-02-05,Barobo,False,19.1,93.2,22.1,21.3,65,Moderate,7.1,NNE,28.4,84.9
2024-02-06,Barobo,False,25.8,44.2,17.4,20.8,79,Moderate,11.2,NE,31.4,89.8
2024-02-07,Barobo,False,41.7,42.0,25.3,13.7,116,Unhealthy for Sensitive Groups,11.0,ENE,27.0,87.1
2024-02-08,Barobo,False,57.4,87.1,40.4,8.5,151,Unhealthy,14.9,NE,32.6,73.3
2024-02-09,Barobo,False,27.4,66.5,13.2,20.2,83,Moderate,8.4,ENE,32.8,90.1
2024-02-10,Barobo,False,14.1,50.0,13.1,25.1,54,Moderate,7.4,ENE,28.1,73.6
2024-02-11,Barobo,False,39.1,42.3,28.2,20.1,109,Unhealthy for Sensitive Groups,9.9,NE,32.9,69.4
2024-02-12,Barobo,False,41.4,71.2,21.8,27.2,115,Unhealthy for Sensitive Groups,13.2,ENE,32.0,73.6
2024-02-13,Barobo,False,51.3,72.8,15.0,24.4,140,Unhealthy for Sensitive Groups,11.9,NE,26.5,72.5
2024-02-14,Barobo,False,33.0,59.4,22.4,22.2,95,Moderate,6.7,NNE,25.5,67.8
2024-02-15,Barobo,False,49.8,73.4,30.5,14.7,136,Unhealthy for Sensitive Groups,10.2,NE,29.7,70.3
2024-02-16,Barobo,False,29.4,53.9,19.1,19.7,87,Moderate,11.7,ENE,24.2,68.3
2024-02-17,Barobo,False,14.1,84.4,13.3,22.1,55,Moderate,6.3,NNE,26.9,78.2
2024-02-18,Barobo,False,26.0,34.7,24.1,27.3,80,Moderate,9.0,ENE,32.3,67.6
2024-02-19,Barobo,False,30.8,63.7,37.1,7.8,90,Moderate,14.2,NE,32.9,94.0
2024-02-20,Barobo,False,36.4,70.2,30.3,31.5,103,Unhealthy for Sensitive Groups,8.9,NE,31.3,79.9
2024-02-21,Barobo,False,46.8,83.1,39.0,28.8,129,Unhealthy for Sensitive Groups,8.6,NE,28.2,82.2
2024-02-22,Barobo,False,37.9,50.5,39.0,17.5,106,Unhealthy for Sensitive Groups,7.7,ENE,29.5,74.7
2024-02-23,Barobo,False,30.4,82.0,28.4,28.6,89,Moderate,7.9,NE,24.7,66.4
2024-02-24,Barobo,False,34.8,98.7,34.7,15.7,99,Moderate,14.0,NNE,25.6,65.0
2024-02-25,Barobo,False,13.0,59.4,34.6,12.9,52,Moderate,5.0,NNE,28.1,72.3
2024-02-26,Barobo,False,40.7,59.1,25.3,28.5,113,Unhealthy for Sensitive Groups,6.7,ENE,30.7,90.8
2024-02-27,Barobo,False,37.7,73.1,12.7,20.4,106,Unhealthy for Sensitive Groups,11.9,NNE,27.5,65.7
2024-02-28,Barobo,False,40.0,78.4,28.4,20.1,112,Unhealthy for Sensitive Groups,7.4,NE,25.7,86.6
2024-02-29,Barobo,False,23.0,81.6,12.8,6.5,73,Moderate,8.5,ENE,32.4,78.2
2024-03-01,Barobo,False,12.2,64.0,13.9,28.1,50,Moderate,14.1,ENE,30.6,82.7
2024-03-02,Barobo,False,40.1,76.0,12.5,8.2,112,Unhealthy for Sensitive Groups,10.3,NE,24.5,65.2
2024-03-03,Barobo,False,34.8,63.8,21.2,30.3,99,Moderate,14.2,NE,32.6,92.2
2024-03-04,Barobo,False,17.6,65.5,32.1,17.4,62,Moderate,5.4,ENE,31.9,73.1
2024-03-05,Barobo,False,33.8,63.7,34.2,21.5,97,Moderate,14.3,ENE,25.8,77.8
2024-03-06,Barobo,False,14.8,55.6,16.6,22.7,56,Moderate,8.3,ENE,31.1,82.3
2024-03-07,Barobo,False,20.5,85.7,28.5,20.3,68,Moderate,7.2,NNE,27.1,88.0
2024-03-08,Barobo,False,21.8,41.1,34.5,13.1,71,Moderate,7.6,NE,26.0,93.9
2024-03-09,Barobo,False,44.3,77.6,23.0,15.1,122,Unhealthy for Sensitive Groups,7.0,ENE,30.2,87.2
2024-03-10,Barobo,False,43.9,84.0,29.5,10.8,121,Unhealthy for Sensitive Groups,13.6,ENE,31.2,71.2
2024-03-11,Barobo,False,27.2,42.6,22.8,10.6,83,Moderate,12.4,NE,30.2,87.0
2024-03-12,Barobo,False,35.2,61.0,20.2,14.2,100,Moderate,6.9,ENE,24.2,86.0
2024-03-13,Barobo,False,25.9,71.1,17.2,15.9,80,Moderate,9.3,ENE,32.4,75.5
2024-03-14,Barobo,False,28.8,44.3,27.4,17.6,86,Moderate,9.4,ENE,27.7,78.8
2024-03-15,Barobo,False,35.5,69.6,27.2,8.5,100,Unhealthy for Sensitive Groups,11.1,NE,29.8,73.7
2024-03-16,Barobo,False,15.3,36.6,29.2,13.9,57,Moderate,8.8,NE,28.5,80.5
2024-03-17,Barobo,False,31.1,53.2,37.1,14.7,91,Moderate,8.9,NNE,25.0,65.6
2024-03-18,Barobo,False,36.8,75.9,23.3,24.2,104,Unhealthy for Sensitive Groups,6.9,NNE,32.5,88.5
2024-03-19,Barobo,False,46.5,64.9,22.9,21.7,128,Unhealthy for Sensitive Groups,11.1,NNE,25.9,67.2
2024-03-20,Barobo,False,22.4,89.1,35.4,14.5,72,Moderate,10.1,ENE,32.8,89.8
2024-03-21,Barobo,False,32.8,73.4,27.7,19.4,95,Moderate,13.5,ENE,29.6,80.9
2024-03-22,Barobo,False,48.0,81.9,30.5,27.4,131,Unhealthy for Sensitive Groups,13.9,NE,25.0,94.6
2024-03-23,Barobo,False,36.5,70.1,15.7,8.1,103,Unhealthy for Sensitive Groups,6.4,NE,27.0,82.5
2024-03-24,Barobo,False,12.5,24.8,19.8,18.0,51,Moderate,10.3,ENE,31.7,89.3
2024-03-25,Barobo,False,54.8,51.5,20.6,31.3,149,Unhealthy for Sensitive Groups,12.2,ENE,28.9,73.2
2024-03-26,Barobo,False,21.4,45.0,28.4,11.3,70,Moderate,11.8,NE,24.7,84.4
2024-03-27,Barobo,False,29.4,92.2,38.9,14.0,87,Moderate,11.1,NE,26.7,93.5
2024-03-28,Barobo,False,41.3,60.5,34.3,13.2,115,Unhealthy for Sensitive Groups,10.3,NNE,26.7,73.3
2024-03-29,Barobo,False,21.9,75.4,30.0,14.8,71,Moderate,9.8,NNE,26.9,89.1
2024-03-30,Barobo,False,46.4,50.5,27.4,29.2,127,Unhealthy for Sensitive Groups,15.0,NE,28.3,84.9
2024-03-31,Barobo,False,37.7,84.4,21.4,18.6,106,Unhealthy for Sensitive Groups,12.8,NNE,26.2,71.7
2024-04-01,Barobo,False,50.7,67.3,19.3,32.2,138,Unhealthy for Sensitive Groups,3.5,SE,29.0,66.6
2024-04-02,Barobo,False,43.5,62.5,20.9,26.8,120,Unhealthy for Sensitive Groups,3.1,SE,24.9,74.3
2024-04-03,Barobo,False,33.1,49.0,22.4,7.7,95,Moderate,7.4,ESE,28.2,86.1
2024-04-04,Barobo,False,43.1,34.3,32.1,18.9,119,Unhealthy for Sensitive Groups,6.1,E,30.1,71.0
2024-04-05,Barobo,False,25.1,68.5,25.3,11.2,78,Moderate,3.8,ESE,25.8,79.7
2024-04-06,Barobo,False,11.3,43.3,25.7,10.1,47,Good,4.6,ESE,29.6,86.8
2024-04-07,Barobo,False,35.0,31.7,29.1,13.1,99,Moderate,5.0,E,27.3,90.6
2024-04-08,Barobo,False,13.0,68.3,33.2,22.4,52,Moderate,6.6,E,32.2,75.9
2024-04-09,Barobo,False,37.1,35.1,17.6,20.6,104,Unhealthy for Sensitive Groups,6.7,ESE,32.9,89.8
2024-04-10,Barobo,False,40.0,80.1,26.0,24.2,112,Unhealthy for Sensitive Groups,4.9,ESE,24.2,74.7
2024-04-11,Barobo,False,11.2,47.7,20.5,11.5,47,Good,4.0,SE,32.0,72.1
2024-04-12,Barobo,False,40.3,29.1,25.9,13.7,112,Unhealthy for Sensitive Groups,4.1,E,25.8,91.1
2024-04-13,Barobo,False,40.3,61.4,17.2,22.6,112,Unhealthy for Sensitive Groups,5.7,E,29.9,83.6
2024-04-14,Barobo,False,24.3,38.5,21.1,23.7,76,Moderate,5.7,E,31.9,78.6
2024-04-15,Barobo,False,36.4,47.8,18.7,14.3,103,Unhealthy for Sensitive Groups,5.1,ESE,25.8,73.5
2024-04-16,Barobo,False,46.5,35.5,34.5,13.7,128,Unhealthy for Sensitive Groups,7.1,E,29.6,80.2
2024-04-17,Barobo,False,13.1,24.9,27.5,7.1,52,Moderate,8.6,ESE,26.0,73.6
2024-04-18,Barobo,False,25.1,56.0,12.8,26.9,78,Moderate,3.2,ESE,25.1,85.8
2024-04-19,Barobo,False,16.3,60.1,20.1,21.3,59,Moderate,9.9,SE,30.4,86.4
2024-04-20,Barobo,False,33.2,53.5,15.6,12.7,95,Moderate,3.9,SE,24.6,67.5
2024-04-21,Barobo,False,19.8,41.4,15.7,11.9,67,Moderate,5.8,SE,31.5,77.7
2024-04-22,Barobo,False,17.6,38.5,33.9,18.8,62,Moderate,8.5,E,28.3,66.0
2024-04-23,Barobo,False,40.5,85.4,36.9,29.5,113,Unhealthy for Sensitive Groups,5.0,E,31.5,81.8
2024-04-24,Barobo,False,14.6,65.0,26.1,23.1,56,Moderate,8.8,ESE,28.4,86.9
2024-04-25,Barobo,False,39.8,60.1,33.1,16.9,111,Unhealthy for Sensitive Groups,7.5,SE,26.7,86.9
2024-04-26,Barobo,False,29.0,48.9,20.2,25.6,86,Moderate,4.2,ESE,24.9,85.6
2024-04-27,Barobo,False,33.7,39.1,13.8,6.3,96,Moderate,3.6,E,31.8,85.6
2024-04-28,Barobo,False,13.0,67.7,19.4,8.4,52,Moderate,9.4,E,32.3,81.9
2024-04-29,Barobo,False,28.3,50.7,31.8,9.1,85,Moderate,9.7,E,29.8,86.8
2024-04-30,Barobo,False,12.0,48.3,21.8,19.8,50,Moderate,8.9,ESE,25.6,77.3
2024-05-01,Barobo,False,43.1,69.5,31.0,21.6,119,Unhealthy for Sensitive Groups,9.9,SE,28.7,77.2
2024-05-02,Barobo,False,19.3,48.5,12.5,21.9,66,Moderate,6.3,ESE,31.6,82.7
2024-05-03,Barobo,False,26.3,47.3,23.0,16.5,81,Moderate,5.9,SE,27.0,83.1
2024-05-04,Barobo,False,21.6,21.1,10.0,17.3,71,Moderate,9.2,ESE,27.4,73.1
2024-05-05,Barobo,False,18.5,18.0,10.2,12.5,64,Moderate,4.4,E,24.0,70.3
2024-05-06,Barobo,False,22.5,36.1,10.3,18.8,72,Moderate,3.8,ESE,24.4,92.6
2024-05-07,Barobo,False,27.8,15.9,11.0,4.6,84,Moderate,7.0,SE,28.4,90.0
2024-05-08,Barobo,False,17.2,46.4,18.4,15.3,61,Moderate,4.1,E,32.3,89.2
2024-05-09,Barobo,False,18.7,54.4,12.0,6.8,64,Moderate,3.7,E,26.4,76.0
2024-05-10,Barobo,False,32.9,51.4,16.3,19.4,95,Moderate,9.4,ESE,30.2,66.3
2024-05-11,Barobo,False,13.1,22.4,10.5,16.8,52,Moderate,3.7,ESE,27.2,90.1
2024-05-12,Barobo,False,20.7,21.6,12.1,8.6,69,Moderate,9.0,SE,26.6,68.9
2024-05-13,Barobo,False,15.5,59.4,12.1,14.1,57,Moderate,6.4,SE,26.5,93.9
2024-05-14,Barobo,False,19.8,21.9,19.0,19.1,67,Moderate,3.1,E,25.8,72.4
2024-05-15,Barobo,False,21.4,19.9,17.8,5.2,70,Moderate,6.7,ESE,26.4,71.7
2024-05-16,Barobo,False,29.9,37.9,11.1,18.8,88,Moderate,5.4,ESE,28.9,69.7
2024-05-17,Barobo,False,23.3,20.7,22.4,13.3,74,Moderate,3.6,E,24.2,91.1
2024-05-18,Barobo,False,16.6,56.6,16.9,13.4,60,Moderate,6.8,ESE,26.8,75.1
2024-05-19,Barobo,False,12.4,23.5,20.5,19.8,51,Moderate,5.0,E,25.3,94.0
2024-05-20,Barobo,False,11.4,53.9,20.8,13.0,48,Good,6.8,SE,26.0,92.9
